Category,Message,text_length,clean_text
ham,Me fine..absolutly fine,23,fineabsolutly fine
ham,K and you're sure I don't have to have consent forms to do it :V,64,k youre sure dont consent forms v
spam,Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,145,ur tonexs subscription renewed charged £ choose polys month wwwclubzedcouk billing msg
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",144,dont prize go another customer tc wwwtcbiz pmin polo ltd suite london wj hl please call back busy
ham,How much is torch in 9ja.,25,much torch ja
ham,"Doing nothing, then u not having dinner w us?",45,nothing u dinner w us
ham,How are you. Just checking up on you,36,checking
ham,Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.,99,done internet connection v slow can‘t send try later first thing tomo
ham,Mathews or tait or edwards or anderson,38,mathews tait edwards anderson
ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,142,yeah sure thing mate haunt got stuff sorted im going sound anyway promoting hex way dont know number joke
ham,No need lar i go engin? Cos my sis at arts today...,51,need lar go engin cos sis arts today
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,163,thanks honey still havent heard anything leave bit longer crowd try later great advice thanks hope cardiff still
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,156,want new nokia colour phone delivered tomorrow free minutes mobile free text free camcorder reply call
ham,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers,",145,im snowboarding trip wondering planning get everyone together befor goa meet greet kind affair cheers
ham,S.i'm watching it in live..,27,sim watching live
ham,"see you then, we're all christmassy here!",41,see christmassy
ham,"K I'm ready,  &lt;#&gt; ?",25,k im ready ltgt
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",151,know god created gap fingers one made comes amp fills gaps holding hand love
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,85,greatest test courage earth bear defeat without losing heartgn tc
ham,what are your new years plans?,30,new years plans
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,72,recpt ordered ringtone order processed
ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,60,baaaaaaaabe wake miss crave need
ham,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",74,got message ignoring yes shopping
ham,Dear :-/ why you mood off. I cant drive so i brother to drive,61,dear mood cant drive brother drive
ham,When did dad get back.,22,dad get back
ham,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",408,tell shola please go college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria less expensive much less expensive unless getting citizen rates new zealand
ham,Yes just finished watching days of our lives. I love it.,56,yes finished watching days lives love
ham,Juz go google n search 4 qet...,31,juz go google n search qet
ham,Many times we lose our best ones bcoz we are,44,many times lose best ones bcoz
ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",138,good friends care close friends understand true friends stay forever beyond words beyond time gud ni
ham,Just getting back home,22,getting back home
ham,"Sorry, I'll call later  &lt;#&gt; mins",38,sorry ill call later ltgt mins
ham,Dun need to use dial up juz open da browser n surf...,53,dun need use dial juz open da browser n surf
spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,132,one registered subscribers u enter draw gb gift voucher replying enter unsubscribe text stop
ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",93,awesome plan get time like ltgt ill text details wee bit
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,283,take care sleep wellyou need learn change lifeyou need get convinced thati wait conversations usget convinced timeyour family many sensesrespect overemphasiseor u role life
spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP""",81,chance win free bluetooth headset simply reply back adp
ham,You also didnt get na hi hi hi hi hi,36,also didnt get na hi hi hi hi hi
ham,Ya but it cant display internal subs so i gotta extract them,60,ya cant display internal subs gotta extract
ham,If i said anything wrong sorry de:-),36,said anything wrong sorry de
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,154,sad story man last week bday wife didnt wish parents forgot n kids went work even colleagues wish
ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,103,stupid say challenge godyou dont think write instead respond immed
ham,"Yeah I should be able to, I'll text you when I'm ready to meet up",65,yeah able ill text im ready meet
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,149,v skint fancied bevieswaz gona go meet othrs spoon jst bin watchng planet earthsofa v comfey dont make hav gd night
ham,"says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",199,says hes quitting leasttimes day wudnt take much notice nah didnt mind gonna see want come taunton tonight u tell
ham,"When you get free, call me",26,get free call
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …,122,little darlings far week need coffee run tomocant believe time week already …
ham,Ok i msg u b4 i leave my house.,31,ok msg u b leave house
ham,Still at west coast... Haiz... Ü'll take forever to come back...,64,still west coast haiz üll take forever come back
ham,MMM ... Fuck .... Merry Christmas to me,39,mmm fuck merry christmas
ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,83,alright thanks advice enjoy night ima try get sleep
ham,Update your face book status frequently :),42,update face book status frequently
ham,Just now saw your message.it k da:),35,saw messageit k da
ham,Was it something u ate?,23,something u ate
ham,So what did the bank say about the money?,41,bank say money
ham,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,72,aiyar dun disturb u liao thk u lots aft ur cupboard come
ham,Hey they r not watching movie tonight so i'll prob b home early...,66,hey r watching movie tonight ill prob b home early
ham,Yar lor... How u noe? U used dat route too?,43,yar lor u noe u used dat route
ham,2mro i am not coming to gym machan. Goodnight.,46,mro coming gym machan goodnight
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,116,dont think need yellow card uk travel ask someone gone ltgt bucks
ham,Can u look 4 me in da lib i got stuff havent finish yet.,56,u look da lib got stuff havent finish yet
ham,Sounds great! Im going to sleep now. Have a good night!,55,sounds great im going sleep good night
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,137,dont b floppy b snappy happy gay chat service photo upload call pmin stop texts call
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",166,housemaid murderer coz man murdered ltgt th january public holiday govtinstituitions closedincluding post officeunderstand
ham,How come u got nothing to do?,29,come u got nothing
ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,96,nothing ever easy dont looking reason take risk life love
ham,i want to grasp your pretty booty :),36,want grasp pretty booty
ham,I've got it down to a tea. not sure which flavour,49,ive got tea sure flavour
ham,I'm going 2 orchard now laready me reaching soon. U reaching?,61,im going orchard laready reaching soon u reaching
ham,Dear i am not denying your words please,39,dear denying words please
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,141,know old dom told yesterday name roger got touch last night wants meet today pm
ham,COME BACK TO TAMPA FFFFUUUUUUU,30,come back tampa ffffuuuuuuu
ham,"2 celebrate my bday, y else?",29,celebrate bday else
ham,Merry christmas to u too annie!,31,merry christmas u annie
ham,Please tell me you have some of that special stock you were talking about,73,please tell special stock talking
ham,I sent them. Do you like?,25,sent like
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",159,urgent ur awarded complimentary trip eurodisinc trav acoentry £ claim txt dis £morefrmmob shracomorsglsuplt ls aj
ham,"Awesome, be there in a minute",29,awesome minute
ham,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",379,problem walk around julianaland oblivious going around say things constantly go one ear go whatever want dont know im upsetits dont listen tell going upset want surprised im mad
ham,I've told you everything will stop. Just dont let her get dehydrated.,69,ive told everything stop dont let get dehydrated
ham,Or I guess  &lt;#&gt;  min,26,guess ltgt min
ham,I'm home. Ard wat time will u reach?,36,im home ard wat time u reach
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",324,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone get name person bt girlfrnd g n g h
ham,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is",116,want mapquest something look usf dogwood drive thats tiny street parking lot
ham,Aight should I just plan to come up later tonight?,50,aight plan come later tonight
ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,89,die accidentally deleted e msg suppose put e sim archive haiz sad
spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123",149,welcome ukmobiledate msg free giving free calling future mgs billed p daily cancel send go stop
ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,237,wishing great day moji told offer always speechless offer easily go great lengths behalf stunning exam next friday keep touch sorry
ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",236,thanks reply today ur visa coming r u still buying gucci bags sister things easy uncle john also bills really need think make money later sha
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",95,sorry flaked last night shits seriously goin roommate tonight
ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,85,said look pretty wif long hair wat thk hes cutting quite short leh
ham,Ranjith cal drpd Deeraj and deepak 5min hold,44,ranjith cal drpd deeraj deepak min hold
ham,CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X,95,cheers callin babesozi culdnt talkbut wannatell u details later wenwecan chat properly x
ham,Hey u still at the gym?,23,hey u still gym
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",145,said u mind go bedroom minute ok sed sexy mood came minuts latr wid caken wife
ham,Much better now thanks lol,26,much better thanks lol
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",160,nothing smsing u n xy lor sorry lor da guys neva c u person sort know u lor u wan meet xy ask bring u along next meeting
ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",97,lemme know swing pick im free basically time semester
ham,Wa... U so efficient... Gee... Thanx...,39,wa u efficient gee thanx
spam,3. You have received your mobile content. Enjoy,47,received mobile content enjoy
ham,S but not able to sleep.,24,able sleep
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,65,want explicit sex secs ring costs pmin
ham,We will meet soon princess! Ttyl!,33,meet soon princess ttyl
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,76,ill pick pm go taunton still want come
ham,Oh :-)only 4 outside players allowed to play know,49,oh outside players allowed play know
ham,I anything lor.,15,anything lor
ham,Erutupalam thandiyachu,22,erutupalam thandiyachu
ham,"Y cant u try new invention to fly..i'm not joking.,",51,cant u try new invention flyim joking
ham,No..its ful of song lyrics..,28,noits ful song lyrics
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks",69,u reckon need arrange transport u cant thanks
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,159,true lov n care wil nevr go unrecognized though somone often makes mistakes valuing definitly undrstnd start missing
ham,Shopping? Eh ger i toking abt syd leh...Haha,44,shopping eh ger toking abt syd lehhaha
ham,What not under standing.,24,standing
ham,have * good weekend.,20,good weekend
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,126,miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one great phone receiving quality wins
ham,Call me when you get the chance plz &lt;3,41,call get chance plz lt
ham,The new deus ex game comin early next yr,40,new deus ex game comin early next yr
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,162,computer fried essential part dont keep spares fucking idiot roommates looovvve leaving thing running full ltgt
ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",171,friend shes studying warwick weve planned go shopping concert tmw may canceled havnt seen ages yeah get together sometime
ham,Probably a couple hours tops,28,probably couple hours tops
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",62,lol grins im babe thanks thinking
ham,Man this bus is so so so slow. I think you're gonna get there before me,71,man bus slow think youre gonna get
ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,109,hope text meets smiling let text give reason smile beautiful day
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",135,case wake wondering forgot take care something grandma today done parade
ham,Ok,2,ok
spam,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+",123,latest nokia mobile ipod mp player £ proze guaranteed reply win norcorp ltd£mtmsgrcvd
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",158,sms services inclusive text credits pls goto wwwcomuknet login qxj unsubscribe stop extra charge help comuk cm ae
ham,Nvm take ur time.,17,nvm take ur time
ham,So wat's da decision?,21,wats da decision
ham,Wot is u up 2 then bitch?,25,wot u bitch
ham,Stupid.its not possible,23,stupidits possible
ham,She told to hr that he want posting in chennai:)because i'm working here:),74,told hr want posting chennaibecause im working
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,73,mobile club choose top quality items mobile cfcaa
ham,When are you guys leaving?,26,guys leaving
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,148,neva grumble sad lor hee buy tmr lor aft lunch still meetin lunch tmr neva hear fr lei ü got lot work ar
ham,Not able to do anything.,24,able anything
ham,Ü takin linear algebra today?,29,ü takin linear algebra today
ham,This weekend is fine (an excuse not to do too much decorating),62,weekend fine excuse much decorating
ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",132,sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss
ham,Now project pa. After that only i can come.,43,project pa come
spam,Money i have won wining number 946 wot do i do next,51,money wining number wot next
ham,"Sure, whenever you show the fuck up &gt;:(",42,sure whenever show fuck gt
ham,That was random saw my old roomate on campus. He graduated,58,random saw old roomate campus graduated
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",161,congrats mobile g videophones r call videochat wid ur mates play java games dload polyh music noline rentl bx ip pm
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",125,men always needs beautiful intelligent caring loving adjustable cooperative wife law allows one wife
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,94,sucks got planned yo valentine yo valentine arent
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",104,got part nottingham hrs miles good thing love man much mph hey ho
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,94,think one saying clearly ok leave need ask go come
ham,Hi good mornin.. Thanku wish u d same..,39,hi good mornin thanku wish u
ham,DO U WANT 2 MEET UP 2MORRO,26,u want meet morro
ham,Actually I decided I was too hungry so I haven't left yet :V,60,actually decided hungry havent left yet v
ham,I've sent ü my part..,21,ive sent ü part
ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,158,cos shopping wif darren jus n called ask wat present wan lor started guessing wif n finally guessed darren lor
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )",162,want cock hubbys away need real man satisfy txt wife strings action txt stop end txt rec £ea otbox la ws
ham,Understand. his loss is my gain :) so do you work? School?,58,understand loss gain work school
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,120,u missed u havent much bit bored holiday want go bak college sad isnt itxx
ham,"Hiya, probably coming home * weekend after next",47,hiya probably coming home weekend next
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,110,dont forget though love walk beside watching keeping heart warm
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,205,wish things different wonder able show much value pls continue brisk walks drugs without askin please find things laugh love dearly
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?,73,ok days making dinner tonite invited
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,160,gr new service live sex video chat mob see sexiest dirtiest girls live ur phone details text horny cancel send stop
ham,I have no money 4 steve mate! !,31,money steve mate
ham,IM LATE TELLMISS IM ON MY WAY,29,im late tellmiss im way
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,152,never blame day ur life good days give u happiness bad days give u experience essential life gods blessings good morning
ham,Normally i use to drink more water daily:),42,normally use drink water daily
ham,Dare i ask... Any luck with sorting out the car?,48,dare ask luck sorting car
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",137,partys place usf charge contribute way greatly appreciated yeah got room one
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",105,urgh coach hot smells chip fat thanks especially duvet predictive text word
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,155,hiya last night ive naughty bought clothes little ready shopping tho kind time wanna meet
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,143,freemsg hi baby wow got new cam moby wanna c hot pic fancy chatim win utxt rply chat hlp msgp rcv
ham,I've been trying to reach him without success,45,ive trying reach without success
ham,when you and derek done with class?,35,derek done class
ham,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...,77,never lei v lazy got wat dat day ü send da url cant work one
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,159,never try alone take weight tear comes ur heart falls ur eyes always remember stupid friend share bslvyl
ham,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.,123,hey mate spoke mag people we‘re deliver end month deliver th sept talk later
ham,Hope you are having a good week. Just checking in,49,hope good week checking
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack",73,haha friend tyler literally asked could get dubsack
ham,Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x,161,hey u fancy meetin cha  hav lil beverage txt ring meet lr quite tired got vpist love pete x x x
ham,Great. Have a safe trip. Dont panic surrender all.,50,great safe trip dont panic surrender
ham,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",137,symptoms u love u like listening songs u get stopped u see name beloved u wont get angry
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...,118,sun ah thk mayb dun anythin thk book e lesson e pilates orchard mrt u noe hor
ham,Try to do something dear. You read something for exams,54,try something dear read something exams
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",151,wonders world th th ur style th ur smile th ur personality rd ur nature nd ur sms st ur lovely friendship good morning dear
ham,Gettin rdy to ship comp,23,gettin rdy ship comp
ham,I am in hospital da. . I will return home in evening,52,hospital da return home evening
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),90,piss talking someone realise u point itnow read backwards
ham,Think + da. You wil do.,23,think da wil
ham,I'm awake oh. What's up.,24,im awake oh whats
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,156,good afternoon boytoy goes walking day get police abstract still wake miss babe
ham,How much u trying to get?,25,much u trying get
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",73,come around ltdecimalgt pm vikkyim otside nw il come tht time
ham,Tell me again what your address is,34,tell address
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",158,honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack jokes gmgngegn
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,208,buy blackberry bold torch buy new used let know plus saying buy ltgt g wifi ipad saying ltgt g
ham,But you were together so you should be thinkin about him,56,together thinkin
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,112,hiya hows going sunny africa hope u r avin good time give big old silver back big kiss
ham,At WHAT TIME should i come tomorrow,35,time come tomorrow
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,156,wanna laugh try chitchat mobile logon txting word chat send cm po box london wa zf pmsg rcvd
ham,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",119,cha quiteamuzing thatscool babeprobpop cu satthen hunny brekkie love jen xxx psxtra lrg portions please
ham,Omg how did u know what I ate?,30,omg u know ate
spam,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,142,urgent nd attempt contact uu £call b tcsbcmwcnxxcallcostppmmobilesvary max£
ham,:( but your not here....,24,
ham,Not directly behind... Abt 4 rows behind ü...,45,directly behind abt rows behind ü
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,115,congratulations ur awarded cd vouchers gift guaranteed free entry wkly draw txt music
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",159,contract mobile mnths latest motorola nokia etc free double mins text orange tariffs text yes callback remove records
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",152,urgent call landline complimentary ibiza holiday cash await collection sae tcs po box sk wp ppm
ham,No plans yet. What are you doing ?,34,plans yet
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,142,hi engagement fixd ltgt th next month know really shocking bthmm njan vilikkamt ws al sudn
ham,Not course. Only maths one day one chapter with in one month we can finish.,75,course maths one day one chapter one month finish
ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),95,wow didnt think common take back ur freak unless u chop
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",126,ur chance win £ wkly shopping spree txt shop tscs wwwtxtshopcom custcare xpwk
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.,77,noooooooo please last thing need stress life fair
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,158,u secret admirer looking make contact ufind rreveal thinks ur specialcall stopsmsppm
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",158,mila age blonde new uk look sex uk guys u like fun text mtalk pptxt st free £ increments help
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg",79,ill see swing bit got things take care firsg
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),229,wanted wish happy new year wanted talk legal advice gary split person ill make trip ptbo hope everything good babe love ya
ham,Have you not finished work yet or something?,44,finished work yet something
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,117,tomorrow going theatre come wherever u call tell come tomorrow
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,155,well done england get official poly ringtone colour flag yer mobile text tone flag optout txt eng stop box wwx £
ham,Right it wasnt you who phoned it was someone with a number like yours!,70,right wasnt phoned someone number like
ham,It's ok i wun b angry. Msg u aft i come home tonight.,53,ok wun b angry msg u aft come home tonight
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,106,good time nice something bit different weekends change see ya soon
ham,Yo sorry was in the shower sup,30,yo sorry shower sup
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",86,carlos pick ill swing usf little bit
ham,Full heat pa:-) i have applyed oil pa.,38,full heat pa applyed oil pa
ham,I'm stuck in da middle of da row on da right hand side of da lt...,66,im stuck da middle da row da right hand side da lt
ham,Have you laid your airtel line to rest?,39,laid airtel line rest
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing,96,hi u decide wot get bday ill prob jus get voucher frm virgin sumfing
